soulsand behavior (tick by tick)

speed, input
0, none
0.0533103942871094, W(no sprint)
0.0824203491210938, W
0.0983123779296375, W
0.1069908142089844, W
0.1117286682128906, W
0.1143150329589844, W
0.1157264709472656, W
0.1164970397949219, W
0.1169204711914062, W
0.1171493530273438, W
0.1172752380371094, W
0.1173439025878906, W
0.1173820495605469, W
0.1174011230468750, W
0.1174125671386719, W
0.1174163818359375, W
0.1174201965332031, W
0.1174240112304688, W
...
