slime block behavior

speed, input
0, none
0.0413436889648438, W
0.0537135669945312, W
0.0571746826171875, W
0.0584487915039062, W
0.0585746765136719, W
0.0588645935058594, W
0.0587005615234375, W      //lol
0.0588951110839844, W
0.0587158203125000, W      //???
0.0588951110839844, W
0.0587196350097656, W
0.0588912963867188, W
0.0587234497070312, W
0.0588912963867188, W
0.0587272644042969, W
...it never seems to stop switching
